,cleaned_tweet,label
8304,bring another bitch threesome nahhh,1
8305,bring another bitch nah,1
8306,bring another bitch nah,1
8307,double stuff oreo,2
8308,get good neck dis hoe,1
8309,bad bitch without flaw come meet without drawer,1
8310,bad bitch without flawwssss,1
8311,pay stop lil bitch gah damn shut fuck,1
8312,sit face sit hot stove bitch,1
8313,bring another bitch nah,1
8314,school please fuckin remove random trash can middle hallway always fuckin run,1
8315,never follow bitch who bios look like,1
8316,really hold phone convos house trash service,1
8317,someone beat justin beibers little pussy,1
8318,someone get cheese cracker,2
8319,someone please explain bird angry amp destroying pig home,2
8320,someone treat grub broke bitch,1
8321,bird shut fuck,1
8322,bitch already update,1
8323,bitch hurry,1
8324,bitch sit fuck shut fuck,1
8325,say hoe hoe hoe nasty mean daily ill spare detail lol,1
8326,bomb selfiemonkey timeline,2
8327,revisit idea two team playing would like see game every amp,2
8328,catch box hoe,1
8329,catch box hoe,1
8330,imagine tryn hardest stop bitch frm slutin still comin unsuccessful,1
8331,let stretch pussy nah,1
8332,let stretch pussy nahhh,1
8333,really take dick nah bring another bitch nah,1
8334,cant wait humble nigga playoff good job hoe,0
8335,cant major nigga minor hoe,1
8336,cant many thing worse cop interrupted friggin yankee game still going,2
8337,cant beat score flappy bird,2
8338,cant even sleep fucking car mother fucker drive like retard pump break hard,1
8339,cant find powder ill chug childrens advil,2
8340,cant fuck wit bitch ugly friend,1
8341,cant fuck coon girl bruh,1
8342,cant fuck bitch cant,1
8343,cant get money silly hoe,1
8344,cant get pussy kirk franklin idc long,1
8345,cant bitch future goal love kid youre parent first cant deal,1
8346,cant keep bitch cool cause money still around,1
8347,cant keep shallow bitch pocket aint deep,1
8348,cant let nobody play gta bitch like using ammo gettin dude kilt cop,1
8349,cant neva sucka bitch aint,1
8350,cant hoe,1
8351,cant save hoe,1
8352,cant stand bitch always feel need somethin sit home bored aint got hoe time,1
8353,cant stand nigga curve boy hoe,1
8354,cant stand sob bitch,1
8355,cant stand bitch nigga,0
8356,cant stand ghetto ratchet mofos,1
8357,cant stand asian dude faggot give attitude cause almost forgot water fuck faggot wasnt stage,0
8358,cant stand faggot,0
8359,cant stand yankee jeter hitting home run final bat nyc would cool getting beaned would better,2
8360,cant stand see female get relationship amp day later talking another guy hoe gon hoe smh,1
8361,cant stop eating graham cracker,2
8362,cant take coon nowhere amp mean nowhere,0
8363,cant tell mexico impressive brazil trash today,2
8364,cant tell shit cuz ion care bitch,1
8365,cant trust every face bitch got watch,1
8366,cant trust bitch nigga either,1
8367,cant trust hoe say hoe mean dude,1
8368,cant turn hoe house wife,1
8369,cant wait till get full appetite back ate half ghetto sandwich lettuce nothing,2
8370,cant wait till bitch get,1
8371,cant wait put payment bitch,1
8372,cant wait see bitch dutchess,1
8373,cant worry bout bitch aint worried bout,1
8374,cancel bitch like ninooo,1
8375,cancel hoe aint nothing cut btch,1
8376,cancer hoe yall pray people,1
8377,cant handle bitch elbow fat,1
8378,cant play game wit deze nigga bitch,1
8379,cant wait nigga wan pop viagra pop young bitch,1
8380,cant colored white folk get along cept colored men gots bigga dick,1
8381,cardinal score lead top bird base,2
8382,carl try eat pussy big nose fucking shit,1
8383,carol gon george lenny bitch,1
8384,carrahs bitch,1
8385,carter need shut fuck fucking bitch always trying start shit,1
8386,casey matthew trash big,2
8387,catch fuckin tonight bitch well,1
8388,catch episode vampire diary tomorrow night bitch slap,1
8389,catch jet hoe,1
8390,catch lingo itty bitty bitch,1
8391,cause trophy hunting little bitch,1
8392,cause type nighha joke play around dont little bitch,1
8393,cause lsu trash doin college playoff ranking shit early,1
8394,cause bitch rather eat pussy get mine ate,1
8395,cause know yall hoe play entirely much,1
8396,cavs trash,2
8397,cay got whole lit new clicc school amp bitch shit like okay anyways still dem girlz,1
8398,cay said well bitch thot house arrest aint walking omg hate,1
8399,ceasefirelets see long towel head without trying attack israel cry national medium get popped,0
8400,celebratin hatin bitch,1
8401,celebrity teeth really white shit mean dont get wrong shit aint yellow far need whatever toothpaste using,1
8402,celtic mean white trash someone say theyre celtic mean theyre white trash,0
8403,chaber book bragadayjah nimrod cushite first king earth see bragadayjah,2
8404,chaber book bragadayjah restriction eating certain insect bird,2
8405,chad jordan bitch,1
8406,chance trash,2
8407,chance make champion nicca aint nothing stopping,1
8408,chance make champion nicca aint nothing stopping,1
8409,change game bitch,1
8410,charbroiled yellow sauted spinach artichoke heart made love,2
8411,charlene crave colored cock,1
8412,charles tillmans eye yellow corn,2
8413,charles eatin trash domino picyou know still poor time lol,1
8414,charlie baker mass govthe lib newspaper lib state support gov dog,2
8415,charlie baltimore look good,2
8416,charlie clip yung ill review,2
8417,charlie crist rumored demand recount,2
8418,charlie crist losing florida job raise minimum wage worth conservative byte,2
8419,charlie crist rick scott scumbags however interesting crist yet run one one positive political,2
8420,charlie crist asked keep poll broward open claiming long line medium report say turnout light broward,2
8421,charlie crist win democratic primary florida governor race project,2
8422,charlie crist outlawed hated rediculed vilified shaking president hand country democracy,2
8423,charlie daniel satanic evil,2
8424,charlie daniel couldve done better job,2
8425,charlie furbush,2
8426,charlie jacob got confused ice bucket challenge instead dumped bucket diamond head,2
8427,charlie kimball nowhere,2
8428,charlie parr mountain top music fest,2
8429,charlie rangel republican believe slavery isnt truth revolt bam race card vote democrat,2
8430,charlie sheen,2
8431,charlie sheen never disappoints,2
8432,charlie sheen want return two half men,2
8433,charlie sheen video message president obama,2
8434,charlie love dog,2
8435,charlie ron constantly put heat entire career,2
8436,charlie bit,2
8437,charlie horse suck,1
8438,charlie hatin fool,1
8439,charlie adorable,2
8440,charlie looking like one made,2
8441,charlie fukin around austin every week somebody getting kicked team,1
8442,charlie xcx bae,2
8443,chase really got hoe every state crazy name truth,1
8444,chase pussy sin fall lap blessing,1
8445,chasing hoe better get cash nigga,0
8446,cheated way get hahaha bitch funny youre worried stop subtweeting dumb,1
8447,cheater cheater pumpkin eater whered find good white trash hoe,1
8448,cheating isnt good woman hoe simply alternate nut nigga cheat good woman everyday,1
8449,check hoe check,1
8450,check slutty fat girl friend instagram picssee dont five niggaz every pic thirsting fat girl pussy,1
8451,cheeky thought rooster crow,2
8452,cheer charlie,2
8453,cheer young lady foreverrrr younnnnng grab flask chug,2
8454,cheese bitch chupacabra looking fuxk,1
8455,cheezits honey bbq lay oreo monstrous glass right skinnyfat poster boy,2
8456,chicago hoe love pink lipstick,1
8457,chicago nigga tell bitch anything tryna dat mfa,1
8458,chick fil wasnt anti gay first ammendment didnt get right bitch right,1
8459,chick got man edge nigga got hoe diploma damn,1
8460,chick mad tweetin hoe like talkin specific someone lol sorry lady shoe fit wear,1
8461,chick love ugly hipster faggot prolly cause look like dad never life,0
8462,chief fan one claim take wrong dogshit trash quarterback alex smith,1
8463,chill ever become president imma ban henny america day see negro panic gotcha bitch,0
8464,chill bitch aint love,1
8465,chill thirst bitch chick right next real hoe,1
8466,chill coon sick fake bougie coon lol,1
8467,chillin hood retarded homegirl feel home,1
8468,chillin wit bitch never hesitates tonight,1
8469,chillin main hoe becky,1
8470,choate choke twinkiesgt damn time bet,1
8471,chocolate cake trash,1
8472,chop top porsche thats headless horse extendo long extension cord bitch ball like jordan play full court,1
8473,chris bosh bout disgrace trophy like real faggot smh,0
8474,chris brown get bitch bruh lmao,1
8475,chris paul trash lmfao,2
8476,chris faggot,1
8477,chris bosh made danny green bitch last night,1
8478,chuck cheese isnt kid chuck skinny bitch amp took away ball pit man wtf,1
8479,ciara ghetto name well kinda ashanti,2
8480,cigarette break wtf eye glowing like charlie murphy madd real world lol,1
8481,citi field bitch,1
8482,city highway skyscraper building light yellow blue,2
8483,claim bos lil broke bitch,1
8484,clan retard,0
8485,classy rich family kid drug tryina ghetto shitwhile actual ghetto poor kid looking education get outta,1
8486,cleanup bitch got phone,1
8487,clearly afraid bird,2
8488,cleveland best team manziel honestly use offense redskin amp brown nice wit def,2
8489,close eye let world paint thousand picture one good girl worth thousand bitch,1
8490,cloud stay stealing people phrase first take jens saying friend take mine saying nigg get nig dam,1
8491,clown nigguh,1
8492,clowney bitch nigga get team,1
8493,cmon need yellow wilson,2
8494,cnt trust wont spare bitch ogd,1
8495,cock slappin bitch since,1
8496,cocky bitch front teeth stick suckin thumb,1
8497,cocoa puff time bitch,1
8498,code slience pussy nigga free nigga ceddy ridah quan dollah dre nigga franc lukis nigga,1
8499,coke white bitch,1
8500,col sander part son bitch dragged extended watered goddamn mad,1
8501,comcast stop twat actually work thanks,1
8502,come back hoe,1
8503,come brothas moc culture difference like bitch plz,1
8504,come get catfish pussy,1
8505,come lil bitch want sloppy toppy,1
8506,come home work bridesmaid twinkie bottle wine,2
8507,come tank break dem hoe back,1
8508,come man oreo need chill know good nah,2
8509,come get chicken nigger love dat chicken popeyes,0
8510,come pussy come mouth,1
8511,come thru keyshia queen thots bitch,1
8512,comin fat bitch,1
8513,commentator bitch bird sliding port guy buddy buddy fault,1
8514,completely topic idgaf pretty hoe tho,1
8515,conan obrien need get life millionmonkey food maybe,2
8516,confident one way pussy another strange,1
8517,confusing circumstance seem get way high virgo,2
8518,congrats cunt make worse year old ugly bitch,1
8519,congratulation like every stuck materialistic american bitch,1
8520,conoc tus ojos negro ahora que puedo vivir sin ellos,2
8521,control hoe,1
8522,controlled aux cord whole two half hour drive home didnt repeat single song bet boyfriend couldnt bitch,1
8523,cooking breakfast nude wifey status fuck actually cooked amp aint get grease burn nip,1
8524,cool fun thing ponder myriad space trash traveling thousand mile per hour right,2
8525,coon hoe love putting spaghetti salad fucking platesmh,1
8526,coors light trash yuck dont even like beer,2
8527,corey trash,1
8528,correction gtgtgtgtwhen sky yellow death upon scared,2
8529,correction better bring one classy bitch home momma aint going dealing random hoe house,1
8530,cost aint buying pussy got many follower vega dont miss opportunity,1
8531,coulda fckd bitch,1
8532,couldnt care less bitch,1
8533,couldnt pull nigga wettest dream hoe,1
8534,counting money bitch sleep,1
8535,country bumpkin word day yokel,2
8536,country music rap music talk basic shit repetitively carstrucks bitcheswomen beerdrugs gun lol,1
8537,cousin looking bitch hope fuck,1
8538,cowboy best nfc time faggot got shit together,1
8539,crack cocaine steal bitch,1
8540,craig fire shit hoe,1
8541,crangrape good pussy,1
8542,crank little hank sit hood drink get redneck,1
8543,craving brownie,2
8544,crazy acting mean ratchet ghetto crack,1
8545,crazy bitch buckcherry,1
8546,creeping death still stuck head bitch,1
8547,creeping side bitch hope dont get caught cheating,1
8548,crew neck nigguh,0
8549,crop top high waisted short way look like underage cunt lmfao,1
8550,cruise recent comment make bigger douchebag charlie sheen amp didnt even tiger blood,1
8551,cruisin round street jockin bitch slappin hoe,1
8552,cruising kart walmart selling cupcake ahead admit faggot shit tighter butt rape,1
8553,cry american dont like amp might call name call crybaby bitch bama,1
8554,crystal got hoe,1
8555,cuffin hoe man thats went bad prolly gettin laughed cuz everybody smashed,1
8556,cuffing ring finger stay solo relationship letting hoe,1
8557,cuh scrum finna smash bitch,1
8558,cunt cunt everywhere,1
8559,curly girl bitch need get,1
8560,current emotionbroke bitch,1
8561,currently hit jig word,2
8562,currently listening imperial march traditionally played preparing slash bitch,1
8563,currently sitting wishing bitch would,1
8564,currently sup twat licker,1
8565,curse avi coke fag hasnt put yet,0
8566,hoe,1
8567,cussed fat redneck last day yolo,0
8568,customer service really need bitch get fxck business open new account leave alone,1
8569,customer tryna act like dont understand theyre saying bitch dont understand saying,1
8570,cut des bitch like hibachi,1
8571,cut bitch,1
8572,cut nigga aint friend cut bitch pretend,1
8573,cut hoe right really need ion really know girl believe,1
8574,cute japanese teen get tiight pussy fucked suckingcock,1
8575,cute niggah,0
8576,cute buff guy walked opened mouth flipping retard,1
8577,cute dumb female trash,2
8578,cute teen get pussy flooded withcum,1
8579,cutler less skill retarded quadriplegic,1
8580,cuz trash bashing saying need back jail,2
8581,cuz killin hoe,1
8582,cuz pussy pussy man get need,1
8583,cuz dont wan saved saving hoe bad,1
8584,cuz hoe,1
8585,cuz hoe fair exchange yall sex dude buy bag pay rent whats,1
8586,dcc bitch knocked grass,1
8587,derek jeter clap clap clapclapclap,2
8588,diversity chcgo blck pstr flooded dth threat ovr endorsement gop candidate sellout uncle tom ngger,0
8589,dmv nigguh dress funny hell,1
8590,youll still fag ill pas heidi,1
8591,drugsgt losing ask hedge bet fundgt,2
8592,bitch mouf smellin like porta potty mustang field,1
8593,fuq,1
8594,house next door sold honky,1
8595,daaamn lmao right back old way look hoe nigga covering wiz face hoe,1
8596,dab nigguh,1
8597,dad bought brownie shake,2
8598,dad brought home watermelon eegee dont like going trash,2
8599,dad called border hopper,2
8600,dad yelled bout fry chicken like nigger,0
8601,dad eye red son smoked weed dad dad dont lie cry faggot,1
8602,daddy cracker bad bitch,1
8603,dafuq floppy bird,2
8604,daiya nagore get pussy fucked suck cock forpleasure,1
8605,dallas hoe,2
8606,dam got hope niggah dont snitch,1
8607,dam niggah trippin ecstasy,1
8608,damn kinda trash man many actually threesome honestly,1
8609,damn amp nigger music waking whole school morning,0
8610,damn charlie wilson still around,2
8611,damn hate bitch like argue shit,1
8612,damn hate bitch like argue shit,1
8613,damn think redskin lost,2
8614,damn use big fan ronda far shes big cunt,1
8615,damn mood eat sum pussy got fresh platter teamfluffnevabluff,1
8616,damn joe buck making sound like greinke trash played royal chill joe,2
8617,damn kaepernick trash man,1
8618,damn karlie redd hoe done seen man junk,1
8619,damn bird nearly gave heart attack said bitch,1
8620,damn bitch got bootay,1
8621,damn bitch thnx,1
8622,damn bitch nosey please dont touch phone please,1
8623,damn bro hungry hoe aint got shit eat crib fuckkkk,1
8624,damn change change niccas,1
8625,damn girl ill porch monkey,1
8626,damn hoe ugly even hello kitty said goodbye,0
8627,damn internal alarm clock woke feeling chunky cheerio splurge guilt led treadmill,2
8628,damn cold colored man,2
8629,damn lol take picture last longer staring like weird bitch,1
8630,damn redneck outside shooting gun keep waking kid sleep tonight thanks work going great,1
8631,damn oreo would fucking clutch right,1
8632,damn bitch dumb,1
8633,damn bad thing side hoe cant get mad dont hit day,1
8634,damn act like bron tore acl toughen bitch lol,1
8635,damn bitch crazy,1
8636,damn bitch nasty lol,1
8637,damn shiner rock bud light platinum ciroc,2
8638,damn knew whole time angry negro dude,1
8639,damn hoe,1
8640,damn bird stay shitting car,1
8641,damn lol censored redskin bitch let fucking fuck eagle bout burn bitch httr,1
8642,damnpayback bitch,1
8643,dani alves pulled hairstyle neymar look like faggot,0
8644,daniel there cow tipping hoe down jackson city living lol,2
8645,danny brown better put music dude fuckin bird,1
8646,danny chris allowed public together,1
8647,dark skinned girl blonde hair need stop bitch rock dijonay proud family,1
8648,darky dgaf got chill wit yellow outfit man,2
8649,dat bitch thot,1
8650,dat bitch got lay back pee,1
8651,dat bitch noo cheek,1
8652,dat bitch mouth made honor roll,1
8653,dat bitch wild shit lls,1
8654,dat bad thing bout colored day bring fight dont vite victory partay,2
8655,dat hoe smelt like period,1
8656,dat nicca jordan cleat,1
8657,dat nicca paper fuwop booth,1
8658,date thug know wont pussy come defending,1
8659,dating would like darnell dating fatal attraction bitch brandy lol,1
8660,dat dont argue wit dese bitch lol,1
8661,dave chappelle turned beast wish someone would tell rick james bitch whoop,1
8662,david bitch made,1
8663,david bitch,1
8664,dawg hoe,1
8665,dawg oriental flavored noodle fuckin hard lmfaoo fuckin coon smh,1
8666,dawg man another trash thursday night game,2
8667,dawg fuck happened worried bout bitch fashion missing action,1
8668,day juan jim total bitch mode hopefully week,1
8669,dayum gyp gone thinking wiping face wpissy diaper shyt grrrrrr,1
8670,niros wife casino second biggest cunt time first still george mother blow,1
8671,dead stupid bitch still talking shit,1
8672,deandre jordan banged dat bitch,1
8673,dear god forgive moral slope value shacking pretty word perpetual fornication let,2
8674,dear utah polynesian stop acting black speaking ghetto speak fob aint ghetto niggaz,0
8675,dear von miller karma bitch,1
8676,dear grumpy bitch gibson one want hear personal life,1
8677,dear inconsiderate ghetto fuck train across know phone option speaker phone right,1
8678,dear ugly hoe stop playing hard get youre already hard want,1
8679,dear whore dont tell cant dance dancing open leg shake like video shitty rap,1
8680,debating feminism gay professor uninformed girl low redneck idea fun wednesday night,2
8681,decent trade proven veteran prospect,2
8682,dedication hoe,1
8683,dee gordon getting fuck bitch status,1
8684,deedee patrick sheen timmys dad beavis amp butthead peter griffin list mentally retarded cartoon character,0
8685,deez fat hoe kill aint seen much crack since locked meech uplmfao,1
8686,deez hoe actin,1
8687,deez nigga pussy fuck deez nigga bus,1
8688,defiantly going see new planet ape tonight,2
8689,define wigga,2
8690,deions bitch,1
8691,dekalb police hoe,1
8692,delete bitch nigga redskin beat delete fucking,0
8693,delete lmao bruno mar debarge cop blow niccabut dont mind tho,1
8694,delusional think stop marriage,2
8695,dem hoe peeping dougie,1
8696,dem hoe nigga fucking retired widow new race fuck black woman,1
8697,dem niccas run play quick,1
8698,denzel thang new movie boy swear oml played shit outta bitch movie ready killer,1
8699,denzie boutta takin erry body bitch,1
8700,hoe silly goose,1
8701,popcorn hoe way time mannn,1
8702,dese bitch actin like loyal give dat hoe oscar,1
8703,dese niggaz dat guala shit,1
8704,designer belt trash fit still trash,2
8705,despite zebra red rocket special portland beat jersey shore floppers,2
8706,destiny child song say name insecure bitch anthem,1
8707,detroit lion bitch,1
8708,detroit nicca good,1
8709,devin hesters bitch,0
8710,dey gave wrong nicca money,1
8711,dey put lockdown dey searchin bitch car dat dope,1
8712,dey want rename main street mlk blvd told dem dat even scare colored folk away,2
8713,dez caked bitch something cause playing like dez bryant,1
8714,dhugga dhugga baby kiss nigga bitch perfect cpr,1
8715,diabetes galore colorado health official recommend pot brownie ban,2
8716,dick game make faithful bitch start cheat,1
8717,dick little ugly hoe tryna find,1
8718,see white bitch getting licked leg dog nasty fuck,1
8719,miguel hulkamania leg drop bitch top rope,1
8720,everyone elses parent use refer power puff girl powder puff girl mine exceptionally retarded,2
8721,say tastiest cut cunt,1
8722,say wayne chung bitch,1
8723,mulatta refer darkie,1
8724,one biggest hoe around really retweet,1
8725,italian bird call janet calzone,2
8726,bitch really ask badge building going floor white people dont change,1
8727,become best friend hoe boat well probably dont love tho,1
8728,hear redneck someone show nigga play,1
8729,punk bitch take salmon cream cheese,1
8730,didnt get hit slope today snowboarding lesson first thing morning,2
8731,didnt know alberta brampton bitch,1
8732,die twice bitch thank youre filthiest hoe time,1
8733,diet arent alcoholicsa bitch tipsy quick eating veggie shit,1
8734,difference nigger nigga,1
8735,ding ding ding sagittarius trash,2
8736,dino rare form mind business hoe annually smh webb hurt,1
8737,dirty hoe,1
8738,dirty pop counter bitch dirty,1
8739,dis one sexy bitch,1
8740,dis bitch wizard snd nude like dis lol couch floatin wtf,1
8741,dis bitch blowin man fuck,1
8742,dis bitch side ill never broken,1
8743,dis bitch got flintstone sandal,1
8744,dis broad done tagged dis nicca video giving dome,0
8745,dis hoe got dinguling nose,1
8746,dis hoe wasnt dis violent lottery ticket,1
8747,dis nicca went dat keep tryin,2
8748,dis nicca lame,2
8749,dis niga gas station trippin tol bitch bitch dnt wana ride wit niga caddy ons trued bitch jus shut fck lol,1
8750,dis nigga look retarded,1
8751,disgusting gtfohhhhh mom bought pet nigger,1
8752,disturbing feeling pressure fanboys qaeda fanboys resort celebrating reclaim jihadi bona fides,2
8753,khaled fool ring nikki bitch spends good million ugly wig,1
8754,khaled retarded,1
8755,dnt play girl heart thats pussy,1
8756,say soo muthaafuckin hoe,1
8757,bird dong mate help adult doesnt know animal sex work,2
8758,girl wear bathrobe still cuz really cute fuzzy bathrobe victoria secret even wear,2
8759,glass make cunt look fat,1
8760,love hoe,1
8761,yall remember twitter took away verified check chris brown broke lmao stupid bitch,1
8762,ever look zayn like cunt reel,1
8763,expect cute hell bitch cuteness get planted relationship relationship youll hate,1
8764,nickname tator tator tot tightey whitey whitey taylor whitey pant agent,2
8765,know grew skippy,2
8766,really believe people evolved ape really quiet convinced evolution man,2
8767,dick hang low wobble fro tie knot stick hoe,1
8768,sza freckle pussy,1
8769,bother anyone else planet ape timeline make sense,2
8770,dog think nigga dyke wondering person sing flex zone male female,1
8771,thang shoutout real bitch,1
8772,dom call bitch boy,1
8773,domino moonlit lake velvet underground honey whiskey white trash heaven accept ridiculebut tonight,2
8774,dont believe aps hohum tone latest poll great news republican hot air,2
8775,dont bitch,1
8776,dont hillary verbal response aggressive interaction suggest either brain damage need med maybe shes bitch,1
8777,dont act shy bitch slop,1
8778,dont broke hoe hating paid hoe,1
8779,dont fool wrap tool unless wan ratchet white bitch clinic baby daddy shes apparently exempt,1
8780,dont little bitch ill,1
8781,dont pussy,1
8782,dont fooled kickit nigga bitch older,1
8783,dont mad cause bitch choosin,1
8784,dont mad cause bitch choosin put jacuzzi splash,1
8785,dont bitch amp speak initiate friendly hello,1
8786,dont using teeth hoe thats childish,1
8787,dont blame blame bitch cant help want nigga,1
8788,dont bring dat police nicca round,1
8789,dont concern wit mingling bitch,1
8790,dont dance iggy trash like music,2
8791,dont ever ashamed unless youre hoe,1
8792,dont ever kiss girl dont hug hoe none,1
8793,dont follow astros said theyre trash said well look,2
8794,dont fucc wit coward cuz bitch left,1
8795,dont fuck widd baby bitch word deja lol,1
8796,dont fuck girl wear beany,1
8797,dont sloppy hoe might catch somethin,1
8798,dont get attitude bitch justify shit,1
8799,dont get bitch killed new atlanta baby,1
8800,dont get main bitch side bitch confused there big difference,1
8801,dont hit talking bout bitch pic get treated,1
8802,dont judge vindictive vengeful come bitch disrespecting,1
8803,dont kiss hoe mouth unless,1
8804,dont know ugly bitch dont know broke nigga dont know snitch nigga,1
8805,dont let hoe lie,1
8806,dont let power dollar turn hoe,1
8807,dont let natural hair care shit fool hoe need perm,1
8808,dont lose sleep bout bitch come,1
8809,dont love hoe dont lean bitch,1
8810,dont love bitch fuck bitch got time,1
8811,dont make make fall love bitch like,1
8812,dont make take bitch nigga,1
8813,dont mind black peoplehate nigger,0
8814,dont mind twinkie gon gone concerned rest hostess product line,2
8815,dont nigga want artificial bitch let repeat one,1
8816,dont play emotion got make blat plash get back hoe gone,1
8817,dont put much effort bitch aint gettin none back give exactly give,1
8818,dont really care fighter black white yellow dalmatian good good,2
8819,dont subtweet name real ugly bitch,1
8820,dont talk homecoming actually otherwise antinf people reason mock party,2
8821,dont talk like search lying evil cunt guess came top,1
8822,dont tell ryan tannehills better dogshit alex smith trash fuck,1
8823,dont throw pussy let come get,1
8824,dont touch bitch famous,1
8825,dont touch sloppy hoe might catch somethin,1
8826,dont trust bitch who nail polish chipping,1
8827,dont trust hoe,1
8828,dont try pull fake friend shit bitch,1
8829,dont worry bitch use fuck wit,1
8830,dont worry bout got arranged bitch mind business stay lane bitch,1
8831,dont hate dumb voice everyone try mock something said,1
8832,dont hate someone care dating hoe wont listen,1
8833,done yankee,2
8834,dont believe hoe,1
8835,dont ever really talk intention boy nigga might turn around take pussy,1
8836,dont fuck wit broke bitch,1
8837,dont talk talking better mute hoe,1
8838,doom white nubuck leather upper foam make pas white sol,2
8839,double stuff oreo mane say,2
8840,double tap imma honest hoe honest hoe,1
8841,double blow bitch,1
8842,doug martin trash,2
8843,catch body bitch,1
8844,draft drinking game chug beer everytime see black woman cry,2
8845,drake stack kendrick name rapper alot people likebut think trash,2
8846,drake get bitch,1
8847,drake tyga beef yung berg lil fizz chris brown bitch rant twitter ilovemakonnen getting drug stage light skin taking,1
8848,drake singing shit bitch would buy nwtslmao nobody even remembers album,1
8849,dream job pedophile dressing like mickey mouse hugging kid day,1
8850,dreamed eating brownie started salivating woke almost coughing death today struggle,2
8851,dreaming pussy slept cat nap,1
8852,dress like hoe goin like hoe like nite forget halloween,1
8853,dress like youre gon see bitch hate everyday,1
8854,dress shirt saggy jean backwards yankee hat thats lifting swag,2
8855,drink bitch,1
8856,drinking corona bitch quite tasty,1
8857,drinking thaitea watching male drama queen bitch facebook whole lot snitching going,1
8858,drinking folie deux wine playing fall bird hahaha,2
8859,drita nicca lmao,2
8860,driving fucktardmobile tranny slip,1
8861,drop dead gorgeous bitch aint dying nigga,1
8862,drop dead gorgeous bitch aint dying nigga,1
8863,drop dat bitch walking driving,1
8864,drop niggah,1
8865,dropped hoe someone good decision find next episode dragonballz,1
8866,dropped hoe hold let pick bitch back nigga sneaking geekin,1
8867,druggys hoe got dopest video ever,1
8868,drunk inlove gun bae bitch beyonc,1
8869,drunkkkk hotboxing kushy blunts straight bumpin hoe shit bro got mind fucked like black zetzu betrayed,1
8870,dude work pussy,1
8871,dude live next hitting ugly hoe got damn,1
8872,dude said bitch took whole nap midterm,1
8873,dude said ice fish created player retarded lol,1
8874,dude talmbout dont know everyone hate nickelback theyre trash thats,2
8875,dude bitch like confused,1
8876,dude calling bitch left right today,1
8877,dude faggot pahahaha,1
8878,dude problem deciphering sex tooside bitch get wifely loveyou cant keep secret youre overdoing dirt,1
8879,dude kill wouldnt mess khloe kardashian aint money ive seen hoe yall hitting get real,1
8880,dude probably think eating pussy sucking pussy lip,1
8881,dude proudly volunteer baby daddy whether theyll father pussy property,1
8882,dude stay trying hit someone elses bitch knowing already taken,1
8883,duh aka shitty night city night hella,1
8884,dumb bitch,1
8885,dumb bitch swear,1
8886,dumb fake bitch childish shit talk mad shit back best friend lmao,1
8887,dumb hoe,1
8888,dumb student get trapped giant sculpture,1
8889,dumb bitch,1
8890,dumb bitch dont know color,1
8891,dumb bitch,0
8892,dumb bitch leave alone,1
8893,dumb bitch one thing thatll never become extinct,1
8894,dumb bitch think buddha say namaste,1
8895,dumb cunt,1
8896,dumb little broad move fuck along bitch,1
8897,dumb nigguh,1
8898,dumpster gahbage chick smoke trash debate,2
8899,dwight couldve instead ugly young hoe,1
8900,dyke bitch kill thinkin really got hoe lol,0
8901,dyke pastor lord house tryna cuff pussy bruh bruh,1
8902,motor tranny triton motor transmission mile came,2
8903,ebhgjhbgjbejfb saw ach websingle xxxxx marylandunempins like bitch named mary landunem stole money,1
8904,eda queer lol,0
8905,wan michael sam bitch bad,1
8906,espn keep hiring dyke bitch gay spanish nigga talk sport,0
8907,exposed jihadi kidnap murder handbook plan infiltrate british army police,2
8908,eagle fan always annoying faggot,1
8909,eagle fuck around amp lose itll kill cracker sophi crib smfh,0
8910,eagle fucking trash,1
8911,early bird catch worm,2
8912,early bird catch worm,2
8913,early bird get worm,2
8914,early bird get worm second mouse get cheese,2
8915,early bird get worm right hopefully get job soon today,2
8916,early bird get worm,2
8917,early bird get worm,2
8918,early bird get worm,2
8919,early morning beer reward waking taking trash,2
8920,early worm get bird,2
8921,easy congo fuckin faggot though eat lunch road frequently,1
8922,easy bitch lmfaoooooooooo girl,1
8923,easy pussy doesnt motivate,1
8924,eat dick bitch,1
8925,eat pussy mad eat pussy sad eat pussy sleep eat pussy horny eat pussy,1
8926,eat dick bitch,1
8927,eat much pussy mustache pink,1
8928,eat pussy like cold pizza,1
8929,eat pussy like got munchies,1
8930,eat pussy like,1
8931,eat vegetable youll grow pussy,1
8932,eating brownie going gym idk,2
8933,eating pussy fun,1
8934,eating pussy top shoulder,1
8935,eattin pussy startin get chubby,1
8936,ebola sound like hood hoe,0
8937,egypt muzzie bros still running thing tad better certainly respectors dem though,2
8938,bitch worry psychotic look like need saved noisy bitch,0
8939,either yall nigga hella funny tryna hoe around block know,1
8940,elizabeth stupid hoe,1
8941,elizabeth astupid hoe,0
8942,elizbian bitch like woman,1
8943,embrace love flip group mine runoff water colored turd make pick,2
8944,emd hoe,1
8945,emoji nigguh,1
8946,endless really trash none men many positive possible yall fri thru sun night,2
8947,energy vampire around bitch,1
8948,enjoy ticket code check booth vegan brownie sample amp,2
8949,enjoying bed perfect teddy bear monkey,2
8950,enjoying eccentricity americarna charlie daniel appearance two three episode watched,2
8951,epic mickey time nahh two half men shiver tht sound like,2
